Probability of Developing Cancer
By Cancer Site
All Ages  All Races  Both Sexes
2013-2015 

"Cancer Site","Cancer Free Age","Probability of Developing Cancer (%) by Age","Risk"
"Melanoma of the Skin","Age 20","Age <br/>70",1.136
"Melanoma of the Skin","Age 20","Age <br/>75",1.434
"Melanoma of the Skin","Age 20","Age <br/>80",1.731
"Melanoma of the Skin","Age 20","Age <br/>85",1.991
"Melanoma of the Skin","Age 20","Age <br/>90",2.175
"Melanoma of the Skin","Age 20","Age <br/>95",2.261
"Melanoma of the Skin","Age 20","Age <br/>95+",2.295
"Melanoma of the Skin","Age 25","Age <br/>5",
"Melanoma of the Skin","Age 25","Age <br/>10",
"Melanoma of the Skin","Age 25","Age <br/>15",
"Melanoma of the Skin","Age 25","Age <br/>20",
"Melanoma of the Skin","Age 25","Age <br/>25",
"Melanoma of the Skin","Age 25","Age <br/>30",0.029
"Melanoma of the Skin","Age 25","Age <br/>35",0.075
"Melanoma of the Skin","Age 25","Age <br/>40",0.134
"Melanoma of the Skin","Age 25","Age <br/>45",0.210
"Melanoma of the Skin","Age 25","Age <br/>50",0.313
"Melanoma of the Skin","Age 25","Age <br/>55",0.452
"Melanoma of the Skin","Age 25","Age <br/>60",0.630
"Melanoma of the Skin","Age 25","Age <br/>65",0.852
"Melanoma of the Skin","Age 25","Age <br/>70",1.125
"Melanoma of the Skin","Age 25","Age <br/>75",1.424
"Melanoma of the Skin","Age 25","Age <br/>80",1.723
"Melanoma of the Skin","Age 25","Age <br/>85",1.983
"Melanoma of the Skin","Age 25","Age <br/>90",2.168
"Melanoma of the Skin","Age 25","Age <br/>95",2.255
"Melanoma of the Skin","Age 25","Age <br/>95+",2.289
"Melanoma of the Skin","Age 30","Age <br/>5",
"Melanoma of the Skin","Age 30","Age <br/>10",
"Melanoma of the Skin","Age 30","Age <br/>15",
"Melanoma of the Skin","Age 30","Age <br/>20",
"Melanoma of the Skin","Age 30","Age <br/>25",
"Melanoma of the Skin","Age 30","Age <br/>30",
"Melanoma of the Skin","Age 30","Age <br/>35",0.046
"Melanoma of the Skin","Age 30","Age <br/>40",0.105
"Melanoma of the Skin","Age 30","Age <br/>45",0.182
"Melanoma of the Skin","Age 30","Age <br/>50",0.285
"Melanoma of the Skin","Age 30","Age <br/>55",0.426
"Melanoma of the Skin","Age 30","Age <br/>60",0.605
"Melanoma of the Skin","Age 30","Age <br/>65",0.827
"Melanoma of the Skin","Age 30","Age <br/>70",1.102
"Melanoma of the Skin","Age 30","Age <br/>75",1.402
"Melanoma of the Skin","Age 30","Age <br/>80",1.702
"Melanoma of the Skin","Age 30","Age <br/>85",1.964
"Melanoma of the Skin","Age 30","Age <br/>90",2.150
"Melanoma of the Skin","Age 30","Age <br/>95",2.237
"Melanoma of the Skin","Age 30","Age <br/>95+",2.272
"Melanoma of the Skin","Age 35","Age <br/>5",
"Melanoma of the Skin","Age 35","Age <br/>10",
"Melanoma of the Skin","Age 35","Age <br/>15",
"Melanoma of the Skin","Age 35","Age <br/>20",
"Melanoma of the Skin","Age 35","Age <br/>25",
"Melanoma of the Skin","Age 35","Age <br/>30",
"Melanoma of the Skin","Age 35","Age <br/>35",
"Melanoma of the Skin","Age 35","Age <br/>40",0.060
"Melanoma of the Skin","Age 35","Age <br/>45",0.137
"Melanoma of the Skin","Age 35","Age <br/>50",0.241
"Melanoma of the Skin","Age 35","Age <br/>55",0.382
"Melanoma of the Skin","Age 35","Age <br/>60",0.562
"Melanoma of the Skin","Age 35","Age <br/>65",0.786
"Melanoma of the Skin","Age 35","Age <br/>70",1.062
"Melanoma of the Skin","Age 35","Age <br/>75",1.365
"Melanoma of the Skin","Age 35","Age <br/>80",1.666
"Melanoma of the Skin","Age 35","Age <br/>85",1.930
"Melanoma of the Skin","Age 35","Age <br/>90",2.117
"Melanoma of the Skin","Age 35","Age <br/>95",2.204
"Melanoma of the Skin","Age 35","Age <br/>95+",2.239
"Melanoma of the Skin","Age 40","Age <br/>5",
"Melanoma of the Skin","Age 40","Age <br/>10",
"Melanoma of the Skin","Age 40","Age <br/>15",
"Melanoma of the Skin","Age 40","Age <br/>20",
"Melanoma of the Skin","Age 40","Age <br/>25",
"Melanoma of the Skin","Age 40","Age <br/>30",
"Melanoma of the Skin","Age 40","Age <br/>35",
"Melanoma of the Skin","Age 40","Age <br/>40",
"Melanoma of the Skin","Age 40","Age <br/>45",0.078
"Melanoma of the Skin","Age 40","Age <br/>50",0.182
"Melanoma of the Skin","Age 40","Age <br/>55",0.325
"Melanoma of the Skin","Age 40","Age <br/>60",0.506
"Melanoma of the Skin","Age 40","Age <br/>65",0.731
"Melanoma of the Skin","Age 40","Age <br/>70",1.010
"Melanoma of the Skin","Age 40","Age <br/>75",1.315
"Melanoma of the Skin","Age 40","Age <br/>80",1.619
"Melanoma of the Skin","Age 40","Age <br/>85",1.884
"Melanoma of the Skin","Age 40","Age <br/>90",2.072
"Melanoma of the Skin","Age 40","Age <br/>95",2.161
"Melanoma of the Skin","Age 40","Age <br/>95+",2.196
"Melanoma of the Skin","Age 45","Age <br/>5",
"Melanoma of the Skin","Age 45","Age <br/>10",
"Melanoma of the Skin","Age 45","Age <br/>15",
"Melanoma of the Skin","Age 45","Age <br/>20",
"Melanoma of the Skin","Age 45","Age <br/>25",
"Melanoma of the Skin","Age 45","Age <br/>30",
"Melanoma of the Skin","Age 45","Age <br/>35",
"Melanoma of the Skin","Age 45","Age <br/>40",
"Melanoma of the Skin","Age 45","Age <br/>45",
"Melanoma of the Skin","Age 45","Age <br/>50",0.106
"Melanoma of the Skin","Age 45","Age <br/>55",0.250
"Melanoma of the Skin","Age 45","Age <br/>60",0.433
"Melanoma of the Skin","Age 45","Age <br/>65",0.661
"Melanoma of the Skin","Age 45","Age <br/>70",0.942
"Melanoma of the Skin","Age 45","Age <br/>75",1.250
"Melanoma of the Skin","Age 45","Age <br/>80",1.557
"Melanoma of the Skin","Age 45","Age <br/>85",1.825
"Melanoma of the Skin","Age 45","Age <br/>90",2.016
"Melanoma of the Skin","Age 45","Age <br/>95",2.105
"Melanoma of the Skin","Age 45","Age <br/>95+",2.140
"Melanoma of the Skin","Age 50","Age <br/>5",
"Melanoma of the Skin","Age 50","Age <br/>10",
"Melanoma of the Skin","Age 50","Age <br/>15",
"Melanoma of the Skin","Age 50","Age <br/>20",
"Melanoma of the Skin","Age 50","Age <br/>25",
"Melanoma of the Skin","Age 50","Age <br/>30",
"Melanoma of the Skin","Age 50","Age <br/>35",
"Melanoma of the Skin","Age 50","Age <br/>40",
"Melanoma of the Skin","Age 50","Age <br/>45",
"Melanoma of the Skin","Age 50","Age <br/>50",
"Melanoma of the Skin","Age 50","Age <br/>55",0.146
"Melanoma of the Skin","Age 50","Age <br/>60",0.332
"Melanoma of the Skin","Age 50","Age <br/>65",0.564
"Melanoma of the Skin","Age 50","Age <br/>70",0.850
"Melanoma of the Skin","Age 50","Age <br/>75",1.163
"Melanoma of the Skin","Age 50","Age <br/>80",1.475
"Melanoma of the Skin","Age 50","Age <br/>85",1.747
"Melanoma of the Skin","Age 50","Age <br/>90",1.940
"Melanoma of the Skin","Age 50","Age <br/>95",2.031
"Melanoma of the Skin","Age 50","Age <br/>95+",2.067
"Melanoma of the Skin","Age 55","Age <br/>5",
"Melanoma of the Skin","Age 55","Age <br/>10",
"Melanoma of the Skin","Age 55","Age <br/>15",
"Melanoma of the Skin","Age 55","Age <br/>20",
"Melanoma of the Skin","Age 55","Age <br/>25",
"Melanoma of the Skin","Age 55","Age <br/>30",
"Melanoma of the Skin","Age 55","Age <br/>35",
"Melanoma of the Skin","Age 55","Age <br/>40",
"Melanoma of the Skin","Age 55","Age <br/>45",
"Melanoma of the Skin","Age 55","Age <br/>50",
"Melanoma of the Skin","Age 55","Age <br/>55",
"Melanoma of the Skin","Age 55","Age <br/>60",0.191
"Melanoma of the Skin","Age 55","Age <br/>65",0.428
"Melanoma of the Skin","Age 55","Age <br/>70",0.721
"Melanoma of the Skin","Age 55","Age <br/>75",1.042
"Melanoma of the Skin","Age 55","Age <br/>80",1.361
"Melanoma of the Skin","Age 55","Age <br/>85",1.641
"Melanoma of the Skin","Age 55","Age <br/>90",1.839
"Melanoma of the Skin","Age 55","Age <br/>95",1.932
"Melanoma of the Skin","Age 55","Age <br/>95+",1.969
"Melanoma of the Skin","Age 60","Age <br/>5",
"Melanoma of the Skin","Age 60","Age <br/>10",
"Melanoma of the Skin","Age 60","Age <br/>15",
"Melanoma of the Skin","Age 60","Age <br/>20",
"Melanoma of the Skin","Age 60","Age <br/>25",
"Melanoma of the Skin","Age 60","Age <br/>30",
"Melanoma of the Skin","Age 60","Age <br/>35",
"Melanoma of the Skin","Age 60","Age <br/>40",
"Melanoma of the Skin","Age 60","Age <br/>45",
"Melanoma of the Skin","Age 60","Age <br/>50",
"Melanoma of the Skin","Age 60","Age <br/>55",
"Melanoma of the Skin","Age 60","Age <br/>60",
"Melanoma of the Skin","Age 60","Age <br/>65",0.246
"Melanoma of the Skin","Age 60","Age <br/>70",0.550
"Melanoma of the Skin","Age 60","Age <br/>75",0.882
"Melanoma of the Skin","Age 60","Age <br/>80",1.214
"Melanoma of the Skin","Age 60","Age <br/>85",1.504
"Melanoma of the Skin","Age 60","Age <br/>90",1.709
"Melanoma of the Skin","Age 60","Age <br/>95",1.806
"Melanoma of the Skin","Age 60","Age <br/>95+",1.844
"Melanoma of the Skin","Age 65","Age <br/>5",
"Melanoma of the Skin","Age 65","Age <br/>10",
"Melanoma of the Skin","Age 65","Age <br/>15",
"Melanoma of the Skin","Age 65","Age <br/>20",
"Melanoma of the Skin","Age 65","Age <br/>25",
"Melanoma of the Skin","Age 65","Age <br/>30",
"Melanoma of the Skin","Age 65","Age <br/>35",
"Melanoma of the Skin","Age 65","Age <br/>40",
"Melanoma of the Skin","Age 65","Age <br/>45",
"Melanoma of the Skin","Age 65","Age <br/>50",
"Melanoma of the Skin","Age 65","Age <br/>55",
"Melanoma of the Skin","Age 65","Age <br/>60",
"Melanoma of the Skin","Age 65","Age <br/>65",
"Melanoma of the Skin","Age 65","Age <br/>70",0.320
"Melanoma of the Skin","Age 65","Age <br/>75",0.670
"Melanoma of the Skin","Age 65","Age <br/>80",1.020
"Melanoma of the Skin","Age 65","Age <br/>85",1.325
"Melanoma of the Skin","Age 65","Age <br/>90",1.541
"Melanoma of the Skin","Age 65","Age <br/>95",1.643
"Melanoma of the Skin","Age 65","Age <br/>95+",1.683
"Melanoma of the Skin","Age 70","Age <br/>5",
"Melanoma of the Skin","Age 70","Age <br/>10",
"Melanoma of the Skin","Age 70","Age <br/>15",
"Melanoma of the Skin","Age 70","Age <br/>20",
"Melanoma of the Skin","Age 70","Age <br/>25",
"Melanoma of the Skin","Age 70","Age <br/>30",
"Melanoma of the Skin","Age 70","Age <br/>35",
"Melanoma of the Skin","Age 70","Age <br/>40",
"Melanoma of the Skin","Age 70","Age <br/>45",
"Melanoma of the Skin","Age 70","Age <br/>50",
"Melanoma of the Skin","Age 70","Age <br/>55",
"Melanoma of the Skin","Age 70","Age <br/>60",
"Melanoma of the Skin","Age 70","Age <br/>65",
"Melanoma of the Skin","Age 70","Age <br/>70",
"Melanoma of the Skin","Age 70","Age <br/>75",0.378
"Melanoma of the Skin","Age 70","Age <br/>80",0.754
"Melanoma of the Skin","Age 70","Age <br/>85",1.083
"Melanoma of the Skin","Age 70","Age <br/>90",1.316
"Melanoma of the Skin","Age 70","Age <br/>95",1.425
"Melanoma of the Skin","Age 70","Age <br/>95+",1.468
"Melanoma of the Skin","Age 75","Age <br/>5",
"Melanoma of the Skin","Age 75","Age <br/>10",
"Melanoma of the Skin","Age 75","Age <br/>15",
"Melanoma of the Skin","Age 75","Age <br/>20",
"Melanoma of the Skin","Age 75","Age <br/>25",
"Melanoma of the Skin","Age 75","Age <br/>30",
"Melanoma of the Skin","Age 75","Age <br/>35",
"Melanoma of the Skin","Age 75","Age <br/>40",
"Melanoma of the Skin","Age 75","Age <br/>45",
"Melanoma of the Skin","Age 75","Age <br/>50",
"Melanoma of the Skin","Age 75","Age <br/>55",
"Melanoma of the Skin","Age 75","Age <br/>60",
"Melanoma of the Skin","Age 75","Age <br/>65",
"Melanoma of the Skin","Age 75","Age <br/>70",
"Melanoma of the Skin","Age 75","Age <br/>75",
"Melanoma of the Skin","Age 75","Age <br/>80",0.422
"Melanoma of the Skin","Age 75","Age <br/>85",0.790
"Melanoma of the Skin","Age 75","Age <br/>90",1.051
"Melanoma of the Skin","Age 75","Age <br/>95",1.174
"Melanoma of the Skin","Age 75","Age <br/>95+",1.222
"Melanoma of the Skin","Age 80","Age <br/>5",
"Melanoma of the Skin","Age 80","Age <br/>10",
"Melanoma of the Skin","Age 80","Age <br/>15",
"Melanoma of the Skin","Age 80","Age <br/>20",
"Melanoma of the Skin","Age 80","Age <br/>25",
"Melanoma of the Skin","Age 80","Age <br/>30",
"Melanoma of the Skin","Age 80","Age <br/>35",
"Melanoma of the Skin","Age 80","Age <br/>40",
"Melanoma of the Skin","Age 80","Age <br/>45",
"Melanoma of the Skin","Age 80","Age <br/>50",
"Melanoma of the Skin","Age 80","Age <br/>55",
"Melanoma of the Skin","Age 80","Age <br/>60",
"Melanoma of the Skin","Age 80","Age <br/>65",
"Melanoma of the Skin","Age 80","Age <br/>70",
"Melanoma of the Skin","Age 80","Age <br/>75",
"Melanoma of the Skin","Age 80","Age <br/>80",
"Melanoma of the Skin","Age 80","Age <br/>85",0.442
"Melanoma of the Skin","Age 80","Age <br/>90",0.755
"Melanoma of the Skin","Age 80","Age <br/>95",0.901
"Melanoma of the Skin","Age 80","Age <br/>95+",0.960
"Melanoma of the Skin","Age 85","Age <br/>5",
"Melanoma of the Skin","Age 85","Age <br/>10",
"Melanoma of the Skin","Age 85","Age <br/>15",
"Melanoma of the Skin","Age 85","Age <br/>20",
"Melanoma of the Skin","Age 85","Age <br/>25",
"Melanoma of the Skin","Age 85","Age <br/>30",
"Melanoma of the Skin","Age 85","Age <br/>35",
"Melanoma of the Skin","Age 85","Age <br/>40",
"Melanoma of the Skin","Age 85","Age <br/>45",
"Melanoma of the Skin","Age 85","Age <br/>50",
"Melanoma of the Skin","Age 85","Age <br/>55",
"Melanoma of the Skin","Age 85","Age <br/>60",
"Melanoma of the Skin","Age 85","Age <br/>65",
"Melanoma of the Skin","Age 85","Age <br/>70",
"Melanoma of the Skin","Age 85","Age <br/>75",
"Melanoma of the Skin","Age 85","Age <br/>80",
"Melanoma of the Skin","Age 85","Age <br/>85",
"Melanoma of the Skin","Age 85","Age <br/>90",0.424
"Melanoma of the Skin","Age 85","Age <br/>95",0.622
"Melanoma of the Skin","Age 85","Age <br/>95+",0.701
"Melanoma of the Skin","Age 90","Age <br/>5",
"Melanoma of the Skin","Age 90","Age <br/>10",
"Melanoma of the Skin","Age 90","Age <br/>15",
"Melanoma of the Skin","Age 90","Age <br/>20",
"Melanoma of the Skin","Age 90","Age <br/>25",
"Melanoma of the Skin","Age 90","Age <br/>30",
"Melanoma of the Skin","Age 90","Age <br/>35",
"Melanoma of the Skin","Age 90","Age <br/>40",
"Melanoma of the Skin","Age 90","Age <br/>45",
"Melanoma of the Skin","Age 90","Age <br/>50",
"Melanoma of the Skin","Age 90","Age <br/>55",
"Melanoma of the Skin","Age 90","Age <br/>60",
"Melanoma of the Skin","Age 90","Age <br/>65",
"Melanoma of the Skin","Age 90","Age <br/>70",
"Melanoma of the Skin","Age 90","Age <br/>75",
"Melanoma of the Skin","Age 90","Age <br/>80",
"Melanoma of the Skin","Age 90","Age <br/>85",
"Melanoma of the Skin","Age 90","Age <br/>90",
"Melanoma of the Skin","Age 90","Age <br/>95",0.332
"Melanoma of the Skin","Age 90","Age <br/>95+",0.463
"Melanoma of the Skin","Age 95","Age <br/>5",
"Melanoma of the Skin","Age 95","Age <br/>10",
"Melanoma of the Skin","Age 95","Age <br/>15",
"Melanoma of the Skin","Age 95","Age <br/>20",
"Melanoma of the Skin","Age 95","Age <br/>25",
"Melanoma of the Skin","Age 95","Age <br/>30",
"Melanoma of the Skin","Age 95","Age <br/>35",
"Melanoma of the Skin","Age 95","Age <br/>40",
"Melanoma of the Skin","Age 95","Age <br/>45",
"Melanoma of the Skin","Age 95","Age <br/>50",
"Melanoma of the Skin","Age 95","Age <br/>55",
"Melanoma of the Skin","Age 95","Age <br/>60",
"Melanoma of the Skin","Age 95","Age <br/>65",
"Melanoma of the Skin","Age 95","Age <br/>70",
"Melanoma of the Skin","Age 95","Age <br/>75",
"Melanoma of the Skin","Age 95","Age <br/>80",
"Melanoma of the Skin","Age 95","Age <br/>85",
"Melanoma of the Skin","Age 95","Age <br/>90",
"Melanoma of the Skin","Age 95","Age <br/>95",
"Melanoma of the Skin","Age 95","Age <br/>95+",0.303


"Cancer sites include invasive cases only unless otherwise noted."

"Source: Underlying Incidence data are from the SEER 18 areas (San Francisco, Connecticut, Detroit, Hawaii, Iowa, New Mexico, Seattle, Utah, Atlanta, San Jose-Monterey, Los Angeles, Alaska Native Registry, Rural Georgia, California excluding SF/SJM/LA, Kentucky, Louisiana, New Jersey and Georgia excluding ATL/RG).\
Rates are calculated using DevCan Version 6.7, April 2018, National Cancer Institute (http://surveillance.cancer.gov/devcan/)."

